资深数据分析,北京·海淀区·回龙观,滴滴,20-40K,本科,3-5年,移动互联网
数据分析师,北京·海淀区·上地,快手,20-40K·16薪,本科,3-5年,社交网络
高级数据分析师,北京·昌平区·回龙观,好未来,20-40K·14薪,本科,经验不限,互联网
数据分析师,北京·通州区·次渠,京东集团,15-30K,本科,3-5年,电子商务
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,30-60K·16薪,硕士,3-5年,人力资源服务
数据分析师,北京·海淀区·上地,滴滴,25-50K·15薪,本科,5-10年,移动互联网
高级数据分析师,北京·海淀区·上地,快手,20-40K·16薪,本科,3-5年,社交网络
数据分析师,北京·大兴区·亦庄,京东集团,20-40K·14薪,本科,3-5年,电子商务
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-40K·16薪,本科,3-5年,人力资源服务
资深数据分析师,北京·海淀区·上地,滴滴,20-40K,本科,3-5年,移动互联网
高级数据分析师,北京·海淀区·上地,快手,20-40K·16薪,本科,3-5年,社交网络
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,15-25K·16薪,本科,在校/应届,人力资源服务
体验数据分析专家,北京·大兴区·亦庄,京东集团,20-40K·14薪,本科,5-10年,电子商务
数据分析专家,北京·海淀区·西北旺,滴滴,35-65K·15薪,本科,3-5年,移动互联网
资深数据分析师,北京·海淀区·上地,快手,25-26K,本科,1-3年,社交网络
资深数据分析师,北京·朝阳区·太阳宫,BOSS直聘,25-45K·16薪,硕士,3-5年,人力资源服务
数据分析师,北京·朝阳区·鸟巢,京东集团,20-40K·14薪,硕士,经验不限,电子商务
增长数据分析师,北京·海淀区·上地,滴滴,20-40K,本科,3-5年,移动互联网
高级数据分析师,北京·海淀区·上地,快手,20-40K,本科,3-5年,社交网络
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-25K,硕士,1-3年,人力资源服务
数据分析师,北京·大兴区·亦庄,京东集团,15-30K·14薪,本科,3-5年,电子商务
数据分析师,北京·海淀区·西北旺,滴滴,20-40K·15薪,本科,1-3年,移动互联网
数据分析师,北京·海淀区·上地,快手,25-50K·16薪,本科,经验不限,社交网络
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,18-35K·16薪,本科,1-3年,人力资源服务
数据分析师,北京·大兴区·亦庄,京东集团,25-50K·14薪,本科,5-10年,电子商务
高级数据分析师,北京·海淀区·上地,滴滴,20-30K,硕士,1-3年,移动互联网
高级数据分析师,北京·海淀区·上地,快手,15-30K·16薪,本科,3-5年,社交网络
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-40K·16薪,硕士,3-5年,人力资源服务
数据分析师,北京·大兴区·亦庄,京东集团,18-35K·14薪,本科,3-5年,电子商务
高级数据分析师,北京·海淀区·上地,滴滴,25-50K,本科,1-3年,移动互联网
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-40K·16薪,本科,3-5年,人力资源服务
用户数据分析,北京·大兴区·亦庄,京东集团,20-30K·14薪,本科,3-5年,电子商务
商业数据分析师,北京·海淀区·回龙观,滴滴,20-40K·15薪,本科,3-5年,移动互联网
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-30K·14薪,本科,5-10年,人力资源服务
营销数据分析岗,北京·大兴区·亦庄,京东集团,18-25K·14薪,本科,3-5年,电子商务
数据分析师,北京·海淀区·上地,滴滴,25-30K,本科,5-10年,移动互联网
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-40K·16薪,本科,3-5年,人力资源服务
数据分析师,北京·大兴区·亦庄,京东集团,20-30K·14薪,本科,3-5年,电子商务
资深数据分析师,北京·海淀区·上地,滴滴,19-35K,本科,3-5年,移动互联网
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-30K·16薪,硕士,1-3年,人力资源服务
数据分析师,北京·大兴区·亦庄,京东集团,20-35K,本科,3-5年,电子商务
高级数据分析,北京·海淀区·西北旺,滴滴,20-40K·15薪,本科,1-3年,移动互联网
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-40K·16薪,本科,3-5年,人力资源服务
数据分析师,北京·朝阳区·鸟巢,京东集团,15-25K,本科,3-5年,电子商务
数据分析师,北京·海淀区·上地,滴滴,15-30K,本科,1-3年,移动互联网
商业数据分析师,北京·朝阳区·太阳宫,BOSS直聘,20-40K·16薪,本科,3-5年,人力资源服务
数据分析岗（POP商家经营分析）,北京,京东集团,12-22K·14薪,本科,5-10年,电子商务
高级数据分析-商业,北京·海淀区·西北旺,滴滴,20-40K·15薪,本科,3-5年,移动互联网
数据分析师,北京·朝阳区·太阳宫,BOSS直聘,30-60K·16薪,硕士,3-5年,人力资源服务
数据分析师,北京·朝阳区·鸟巢,京东集团,28-45K·14薪,本科,3-5年,电子商务
高级数据分析师,北京·朝阳区·太阳宫,BOSS直聘,25-45K·16薪,本科,5-10年,人力资源服务
高级数据分析师,上海·杨浦区·五角场,bilibili,20-40K,本科,经验不限,互联网
资深数据分析师,上海·黄浦区·新天地,小红书,20-40K,本科,3-5年,互联网
数据分析,上海·虹口区·临平路,掌门1对1,18-35K·14薪,本科,3-5年,互联网
数据分析高级专家,上海·闵行区·莘庄,哈啰出行,20-35K,硕士,5-10年,互联网
数据分析师,上海·浦东新区·张江,上海小牛互娱,18-30K,本科,5-10年,互联网
数据分析师,上海·徐汇区·漕河泾,腾讯,20-30K·16薪,本科,3-5年,互联网
数据分析专家,上海·普陀区·长征,饿了么,30-50K·13薪,本科,5-10年,O2O
数据分析师,上海·嘉定区·江桥,上汽集团,18-25K,本科,3-5年,汽车生产
数据分析师,上海·宝山区·淞南,微盟,15-25K·13薪,本科,5-10年,互联网
数据分析师,上海·徐汇区·龙华,平安普惠投资咨询有限公司,15-25K·17薪,本科,3-5年,互联网金融
数据分析师,上海·静安区·火车站,神策数据,15-25K·14薪,本科,1-3年,数据服务
数据分析师,上海·徐汇区·漕河泾,一条,15-30K·13薪,本科,3-5年,移动互联网
数据分析师,上海,新达达,15-25K,本科,3-5年,O2O
数据分析总监（海外业务）,上海·闵行区·七宝,触宝科技,40-60K·15薪,本科,5-10年,互联网
数据分析师,上海·长宁区·仙霞,拼多多,20-40K·16薪,本科,1-3年,移动互联网
商业数据分析,上海·浦东新区·张江,叮咚买菜,18-30K·15薪,本科,3-5年,互联网
数据分析师,上海·长宁区·北新泾,携程集团,15-25K·13薪,本科,3-5年,互联网
高级数据分析师,上海·杨浦区·五角场,B站,15-30K,本科,3-5年,互联网
数据分析师,上海,传音控股,25-40K·13薪,本科,3-5年,移动互联网
数据分析建模--高级算法工程师/算法专家,上海·浦东新区·陆家嘴,蚂蚁金服,30-50K,硕士,1-3年,互联网
数据分析师,上海·虹口区·周家嘴路,英语流利说,20-35K,本科,3-5年,移动互联网
数据分析师,上海·虹口区·周家嘴路,云快报,25-30K·13薪,硕士,5-10年,企业服务
数据分析经理,上海·徐汇区·龙华,平安,20-35K·15薪,本科,5-10年,互联网金融
高级数据分析师,上海·青浦区·青浦城区,中通吉网络技术,25-40K·13薪,本科,5-10年,物流/仓储
BI数据分析师,上海·闵行区·华漕,锅圈供应链(总部),12-24K,本科,3-5年,电子商务
高级数据分析师,上海·杨浦区·黄兴公园,诺亚财富,18-24K,本科,5-10年,互联网金融
BI数据分析师,上海·长宁区·北新泾,京东集团,25-35K,本科,3-5年,电子商务
数据分析师Leader,上海·静安区·大宁,虎扑体育,30-50K,本科,5-10年,移动互联网
数据分析师,上海·青浦区,中通快递,30-60K,本科,5-10年,物流/仓储
数据分析师（会员营销方向）,上海·闵行区·华漕,永辉云创,20-40K,本科,3-5年,移动互联网
数据分析师,上海·闵行区·华漕,唯品会,30-50K,本科,5-10年,互联网
高级数据分析师,上海·杨浦区·平凉路,达达集团,18-35K,本科,3-5年,O2O
数据分析专家,上海·闵行区·七宝,触宝,40-70K·14薪,本科,5-10年,移动互联网
游戏数据分析,上海·徐汇区·漕河泾,garena,18-30K·13薪,本科,经验不限,互联网
数据分析,上海·长宁区·仙霞,满帮集团,12-24K,本科,1-3年,移动互联网
数据分析师,上海·闵行区·七宝,蛋壳公寓,18-25K,本科,3-5年,互联网
商业数据分析专家,上海·普陀区·长征,阿里巴巴集团,30-50K·16薪,本科,5-10年,互联网
数据分析师（增长方向）,上海·浦东新区·世纪公园,任意门科技,15-25K·16薪,不限,3-5年学历,社交网络
高级数据分析师 (MJ000312),上海,虎扑,20-35K·15薪,本科,3-5年,互联网
高级数据分析师,上海·闵行区·华漕,震坤行,20-35K,本科,3-5年,互联网
高级数据分析师（上海） (MJ000045),上海·浦东新区·陆家嘴,百融云创,15-30K,硕士,3-5年,数据服务
高级数据分析师,上海·静安区·火车站,米奥兰特会展,20-30K,本科,5-10年,广告/公关/会展
Data analyst 数据分析师（junior/senior）,上海·黄浦区·人民广场,华钦软件CLPS,16-25K·13薪,硕士,经验不限,计算机软件
高级数据分析师,上海·杨浦区·五角场,爱回收,20-30K·13薪,本科,3-5年,互联网
数据分析师,上海·浦东新区·陆家嘴,店宝宝,20-40K,本科,3-5年,计算机软件
高级数据分析师,上海·徐汇区·漕河泾,Shopee,20-35K·14薪,本科,3-5年,电子商务
数据分析师,上海·杨浦区·五角场,OYO酒店,25-35K,本科,3-5年,互联网
数据分析师,上海·闵行区·莘庄,壳牌,20-28K·15薪,本科,3-5年,能源/化工/环保
